[HEADER]TICK,EPISODE,BAR_POS,FISH_POS,REWARD,FORCE,Q_HOLD,EPSILON,TD_ERROR
[DATA]293,0,48.0000,284.0830,-11.8042,-12.5320,2.8570,0.49272821,-0.1175
[DATA]294,0,48.0000,284.0830,-11.8042,-12.5320,2.8102,0.49270358,-3.0172
[DATA]295,0,48.0000,284.0830,-11.8042,-12.5320,2.8200,0.49267894,-14.7519
[DATA]296,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49265431,-11.4221
[DATA]297,0,48.0000,284.0830,-11.8042,-12.5320,2.9394,0.49262968,-13.7726
[DATA]298,0,48.0000,284.0830,-11.8042,-12.5320,2.9394,0.49260504,-12.5905
[DATA]299,0,48.0000,284.0830,-11.8042,-12.5320,2.9791,0.49258041,-0.1175
[DATA]300,0,48.0000,284.0830,-11.8042,-12.5320,3.0189,0.49255579,-11.9543
[DATA]301,0,48.0000,284.0830,-11.8042,-12.5320,3.0587,0.49253116,-3.3597
[DATA]302,0,48.0000,284.0830,-11.8042,-12.5320,3.0985,0.49250653,-1.4638
[DATA]303,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49248191,-3.8443
[DATA]304,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49245728,-9.8311
[DATA]305,0,48.0000,284.0830,-11.8042,-12.5320,3.1780,0.49243266,-3.0975
[DATA]306,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49240804,-0.6472
[DATA]307,0,48.0000,284.0830,-11.8042,-12.5320,3.2178,0.49238342,-5.0428
[DATA]308,0,48.0000,284.0830,-11.8042,-12.5320,3.2178,0.49235880,-1.6540
[DATA]309,0,48.0000,284.0830,-11.8042,-12.5320,3.2576,0.49233418,-9.7913
[DATA]310,0,48.0000,284.0830,-11.8042,-12.5320,3.2973,0.49230956,-14.7499
[DATA]311,0,48.0000,284.0830,-11.8042,-12.5320,3.3371,0.49228495,-13.8454
[DATA]312,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49226033,-3.6393
[DATA]313,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49223572,-14.7656
[DATA]314,0,48.0000,284.0830,-11.8042,-12.5320,3.4167,0.49221111,-0.1175
[DATA]315,0,48.0000,284.0830,-11.8042,-12.5320,3.4167,0.49218650,-11.8450
[DATA]316,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49216189,-14.4210
[DATA]317,0,48.0000,284.0830,-11.8042,-12.5320,3.4962,0.49213728,-14.6594
[DATA]318,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49211267,-11.9375
[DATA]319,0,48.0000,284.0830,-11.8042,0.0000,0.0000,0.49208807,-5.5979
[DATA]320,0,48.0000,284.0830,-11.8042,-12.5320,3.5360,0.49206346,-0.6472
[DATA]1,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49203886,-0.6472
[DATA]2,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49201426,-3.7276
[DATA]3,1,520.0000,508.0000,-0.1132,-0.2960,-0.1048,0.49198966,-4.1139
[DATA]4,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49196506,-2.8592
[DATA]5,1,520.0000,508.0000,-0.1132,-0.2960,-0.1057,0.49194046,-13.4975
[DATA]6,1,520.0000,508.0000,-0.1132,-0.2960,-0.1057,0.49191586,-1.2064
[DATA]7,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49189127,-14.7656
[DATA]8,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49186667,-13.4975
[DATA]9,1,520.0000,508.0000,-0.1132,-0.2960,-0.1083,0.49184208,-13.4975
[DATA]10,1,520.0000,508.0000,-0.1132,-0.2960,-0.1083,0.49181749,-14.6276
[DATA]11,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49179290,-3.7276
[DATA]12,1,520.0000,508.0000,-0.1132,-0.2960,-0.1100,0.49176831,-13.9132
[DATA]13,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49174372,-13.9132
[DATA]14,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49171913,-2.9782
[DATA]15,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49169454,-0.4652
[DATA]16,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49166996,-4.7289
[DATA]17,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49164538,-1.4638
[DATA]18,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49162079,-3.0132
[DATA]19,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49159621,-3.7493
[DATA]20,1,520.0000,508.0000,-0.1132,0.0000,0.0000,0.49157163,-2.1150
[DATA]21,1,518.0780,507.7205,0.0670,0.0000,0.0000,0.49154705,-14.5757
[DATA]22,1,516.3060,507.2382,0.2095,0.0000,0.0000,0.49152248,-0.1175
[DATA]23,1,514.6840,506.5581,0.3125,0.0000,0.0000,0.49149790,-1.4638
[DATA]24,1,513.2120,505.7246,0.3812,0.0000,0.0000,0.49147333,-3.9551
[DATA]25,1,511.8900,504.8008,0.4233,0.0000,0.0000,0.49144875,-14.2079
[DATA]26,1,510.7180,503.7661,0.4377,-0.2556,-0.0608,0.49142418,-14.6605
[DATA]27,1,508.8240,501.5190,0.4006,0.0000,0.0000,0.49139961,-3.6460
[DATA]28,1,507.8463,500.3389,0.3790,0.0000,0.0000,0.49137504,-0.1175
[DATA]29,1,507.0187,499.1516,0.3405,-0.2629,-0.0672,0.49135047,-11.1103
[DATA]30,1,506.3411,497.9233,0.2808,0.0000,0.0000,0.49132590,-2.2168
[DATA]31,1,505.5506,496.7098,0.2345,0.0000,0.0000,0.49130134,-0.6585
[DATA]32,1,504.9100,495.4819,0.1698,0.0000,0.0000,0.49127677,-1.6540
[DATA]33,1,504.4195,494.2453,0.0873,0.0000,0.0000,0.49125221,-1.3020
[DATA]34,1,504.0789,493.0255,-0.0098,-0.2884,-0.0935,0.49122765,-13.9122
[DATA]35,1,503.8884,491.8240,-0.1202,0.0000,0.0000,0.49120308,-0.1175
[DATA]36,1,503.5594,490.6374,-0.2122,0.0000,0.0000,0.49117852,-9.9176
[DATA]37,1,503.3804,489.4420,-0.3184,-0.3115,-0.1183,0.49115396,-14.8514
[DATA]38,1,503.3514,488.2505,0.0647,0.0000,0.0000,0.49112941,-11.9738
[DATA]39,1,503.1609,487.0540,-0.0320,0.0000,0.0000,0.49110485,-2.1048
[DATA]40,1,503.1204,485.8834,-0.1355,0.0000,0.0000,0.49108030,0.0726
[DATA]41,1,503.2299,484.7171,-3.2454,-0.3481,-0.1575,0.49105574,-5.5979
[DATA]42,1,503.5509,482.3611,-0.4536,0.0000,0.0000,0.49103119,0.4859
[DATA]43,1,503.4142,481.1932,-0.5264,0.0000,0.0000,0.49100664,-14.8237
[DATA]44,1,503.4275,480.0597,-0.6032,0.0000,0.0000,0.49098209,0.7430
[DATA]45,1,503.5908,478.9409,-3.6846,-0.3972,-0.2111,0.49095754,-1.4638
[DATA]46,1,503.9041,477.8493,-0.7692,0.0000,0.0000,0.49093299,-11.9610
[DATA]47,1,503.9702,476.7568,-0.8360,0.0000,0.0000,0.49090844,-14.2286
[DATA]48,1,504.1863,475.6927,-0.9074,0.0000,0.0000,0.49088390,-2.5433
[DATA]49,1,504.5524,474.6248,-0.9850,0.0000,0.0000,0.49085935,-14.6512
[DATA]50,1,505.0685,473.5562,-1.0686,0.0000,0.0000,0.49083481,-11.5152
[DATA]51,1,505.7346,472.5140,-1.1570,0.0000,0.0000,0.49081027,-14.6594
[DATA]52,1,506.5507,471.4781,-1.2515,0.0000,0.0000,0.49078573,-13.1647
[DATA]53,1,507.5168,470.4474,-1.3524,0.0000,0.0000,0.49076119,0.0890
[DATA]54,1,508.6329,469.4208,-1.4601,0.0000,0.0000,0.49073665,-14.1642
[DATA]55,1,509.8990,468.4023,-1.5747,0.0000,0.0000,0.49071211,-4.4161
[DATA]56,1,511.3152,467.3856,-1.6964,0.0000,0.0000,0.49068758,-3.7255
[DATA]57,1,512.8813,466.3939,-4.8243,-0.5719,-0.3980,0.49066304,-0.1175
[DATA]58,1,514.5974,465.4011,-1.9598,0.0000,0.0000,0.49063851,-11.8450
[DATA]59,1,515.8916,464.4144,-5.0739,-0.6118,-0.4424,0.49061398,-0.1453
[DATA]60,1,517.3358,463.4583,-2.1939,0.0000,0.0000,0.49058945,-12.1699
[DATA]61,1,518.3182,462.5289,-2.2895,0.0000,0.0000,0.49056492,-2.1511
[DATA]62,1,519.4506,461.5904,-2.3930,0.0000,0.0000,0.49054039,-9.8311
[DATA]63,1,519.2951,459.7672,-2.4764,0.0000,0.0000,0.49051586,0.0752
[DATA]64,1,518.7401,458.8745,-2.4933,0.0000,0.0000,0.49049134,-3.3597
[DATA]65,1,518.3352,458.0083,-2.5163,0.0000,0.0000,0.49046681,-1.0269
[DATA]66,1,518.0803,457.1361,-5.5472,-0.6876,-0.5301,0.49044229,-11.9915
[DATA]67,1,517.9754,456.2653,-2.5855,0.0000,0.0000,0.49041777,-14.1642
[DATA]68,1,517.3329,455.4156,-2.5959,0.0000,0.0000,0.49039325,-6.5107
[DATA]69,1,516.8404,454.5708,-5.6135,-0.6982,-0.5424,0.49036873,-0.1554
[DATA]70,1,516.4979,453.7260,-2.6386,0.0000,0.0000,0.49034421,-14.7457
[DATA]71,1,515.6073,452.8889,-2.6359,0.0000,0.0000,0.49031969,-14.6594
[DATA]72,1,514.8667,452.0749,-2.6396,0.0000,0.0000,0.49029518,-0.1175
[DATA]73,1,514.2760,451.2811,-5.6497,-0.7040,-0.5492,0.49027066,-1.0894
[DATA]74,1,513.8354,450.5004,-2.6667,0.0000,0.0000,0.49024615,-9.5367
[DATA]75,1,512.9408,449.7351,-5.6603,-0.7056,-0.5521,0.49022163,-14.7656
[DATA]76,1,512.1962,448.9672,-2.6614,0.0000,0.0000,0.49019712,-3.1834
[DATA]77,1,510.8960,448.2076,-2.6344,0.0000,0.0000,0.49017261,-1.4764
[DATA]78,1,509.7457,447.4639,-2.6141,0.0000,0.0000,0.49014811,-0.0304
[DATA]79,1,508.7455,446.7113,-2.6017,0.0000,0.0000,0.49012360,0.0726
[DATA]80,1,507.8952,445.9607,-5.5967,-0.6955,-0.5409,0.49009909,-3.6711
[DATA]81,1,505.9493,444.5196,-2.5715,0.0000,0.0000,0.49007459,-1.9071
[DATA]82,1,504.1581,443.8259,-2.5166,0.0000,0.0000,0.49005008,-2.5433
[DATA]83,1,502.5168,443.1325,-5.4692,-0.6751,-0.5211,0.49002558,-12.8081
[DATA]84,1,501.0256,442.4469,-2.4289,0.0000,0.0000,0.49000108,-0.6557
[DATA]85,1,499.0094,441.7647,-2.3622,0.0000,0.0000,0.48997658,-2.1883
[DATA]86,1,497.1431,441.0882,-2.3027,0.0000,0.0000,0.48995208,-3.4202
[DATA]87,1,495.4268,440.4033,-2.2512,0.0000,0.0000,0.48992758,-1.4764
[DATA]88,1,493.8605,439.7291,-2.2066,0.0000,0.0000,0.48990309,-12.2125
[DATA]89,1,492.4443,439.0764,-5.1684,-0.6269,-0.4681,0.48987859,0.3739
[DATA]90,1,491.1780,438.4421,-2.1368,0.0000,0.0000,0.48985410,-9.8311
[DATA]91,1,489.4348,437.8087,-5.0813,-0.6130,-0.4539,0.48982960,-2.0731
[DATA]92,1,487.8416,437.1877,-2.0327,0.0000,0.0000,0.48980511,-13.6553
[DATA]93,1,485.7854,436.5782,-1.9604,0.0000,0.0000,0.48978062,-3.1252
[DATA]94,1,483.8791,435.9814,-1.8949,0.0000,0.0000,0.48975613,-3.2114
[DATA]95,1,482.1229,435.3848,-1.8369,0.0000,0.0000,0.48973165,-3.0342
[DATA]96,1,480.5167,434.7912,-1.7862,0.0000,0.0000,0.48970716,-9.0249
[DATA]97,1,479.0605,434.2086,-1.7426,0.0000,0.0000,0.48968267,-2.0170
[DATA]98,1,477.7542,433.6190,-4.7067,-0.5531,-0.3873,0.48965819,-1.4275
[DATA]99,1,476.5980,433.0310,-1.6783,0.0000,0.0000,0.48963371,-9.8311
[DATA]100,1,473.6294,431.8826,-1.5872,0.0000,0.0000,0.48960923,-14.5947
[DATA]101,1,472.3701,431.3265,-1.5520,0.0000,0.0000,0.48958474,-12.2303
[DATA]102,1,471.2608,430.7638,-1.5246,0.0000,0.0000,0.48956027,-11.5152
[DATA]103,1,470.3015,430.1986,-1.5048,0.0000,0.0000,0.48953579,-3.9326
[DATA]104,1,469.4922,429.6461,-4.4919,-0.5188,-0.3485,0.48951131,0.0726
[DATA]105,1,468.8329,429.1093,-1.4858,0.0000,0.0000,0.48948684,-11.9372
[DATA]106,1,467.8048,428.5752,-1.4610,0.0000,0.0000,0.48946236,-11.9364
[DATA]107,1,466.9267,428.0532,-1.4432,0.0000,0.0000,0.48943789,-3.1265
[DATA]108,1,466.1986,427.5272,-4.4330,-0.5094,-0.3381,0.48941342,-2.2018
[DATA]109,1,465.6206,426.9980,-1.4306,0.0000,0.0000,0.48938895,-14.8517
[DATA]110,1,464.6831,426.4736,-1.4098,0.0000,0.0000,0.48936448,-1.5287
[DATA]111,1,463.8957,425.9578,-4.3961,-0.5035,-0.3319,0.48934001,-0.1175
[DATA]112,1,463.2582,425.4569,-1.3893,0.0000,0.0000,0.48931554,-3.6711
[DATA]113,1,462.2673,424.9529,-1.3648,0.0000,0.0000,0.48929107,-2.0865
[DATA]114,1,461.4264,424.4652,-1.3470,0.0000,0.0000,0.48926661,-2.7857
[DATA]115,1,460.7354,423.9767,-1.3368,0.0000,0.0000,0.48924215,-2.0284
[DATA]116,1,459.8035,423.0221,-1.3379,0.0000,0.0000,0.48921768,-2.9967
[DATA]117,1,459.5626,422.5464,-1.3497,0.0000,0.0000,0.48919322,-0.7429
[DATA]118,1,459.4716,422.0708,-4.3691,-0.4992,-0.3253,0.48916876,0.7430
[DATA]119,1,459.5307,421.6029,-1.3956,0.0000,0.0000,0.48914431,0.0526
[DATA]120,1,459.2405,421.1392,-1.4044,0.0000,0.0000,0.48911985,-11.9962
[DATA]121,1,459.1003,420.6875,-1.4200,0.0000,0.0000,0.48909539,-11.9332
[DATA]122,1,459.1102,420.2472,-1.4426,0.0000,0.0000,0.48907094,-1.3835
[DATA]123,1,459.2701,419.8056,-1.4728,0.0000,0.0000,0.48904648,-1.3230
[DATA]124,1,459.5799,419.3761,-4.5099,-0.5216,-0.3487,0.48902203,-3.0975
[DATA]125,1,460.0397,418.9530,-1.5541,0.0000,0.0000,0.48899758,-3.9551
[DATA]126,1,460.1280,418.5417,-1.5791,0.0000,0.0000,0.48897313,-0.2173
[DATA]127,1,460.3662,418.1313,-1.6116,0.0000,0.0000,0.48894868,-2.1150
[DATA]128,1,460.7544,417.7177,-4.6517,-0.5443,-0.3733,0.48892423,-14.4432
[DATA]129,1,461.2926,417.3166,-4.6987,-0.5518,-0.3811,0.48889979,-11.9375
[DATA]130,1,461.4365,416.9163,-1.7260,0.0000,0.0000,0.48887534,0.0034
[DATA]131,1,461.1787,416.5148,-1.7331,0.0000,0.0000,0.48885090,-0.1175
[DATA]132,1,461.1129,415.7480,-1.7682,0.0000,0.0000,0.48882646,-11.9385
[DATA]133,1,461.3050,415.3768,-1.7964,0.0000,0.0000,0.48880202,-3.1824
[DATA]134,1,461.6471,415.0137,-4.8317,-0.5731,-0.4050,0.48877758,-2.9735
[DATA]135,1,462.1392,414.6591,-4.8740,-0.5798,-0.4120,0.48875314,0.0752
[DATA]136,1,462.2083,414.3040,-1.8952,0.0000,0.0000,0.48872870,-3.4173
[DATA]137,1,461.8475,413.9553,-1.8946,0.0000,0.0000,0.48870426,-3.3597
[DATA]138,1,461.6367,413.6014,-1.9018,0.0000,0.0000,0.48867983,-2.0713
[DATA]139,1,461.5759,413.2441,-1.9166,0.0000,0.0000,0.48865539,-2.1219
[DATA]140,1,461.6651,412.7004,-1.9482,0.0000,0.0000,0.48863096,-3.0132
[DATA]141,1,461.9043,412.0194,-1.9942,0.0000,0.0000,0.48860653,0.0718
[DATA]142,1,462.2935,411.2135,-2.0540,0.0000,0.0000,0.48858210,-11.9312
[DATA]143,1,462.8327,410.2942,-2.1269,0.0000,0.0000,0.48855767,-2.7318
[DATA]144,1,463.5219,409.2761,-2.2123,0.0000,0.0000,0.48853324,-0.1175
[DATA]145,1,464.3611,408.1916,-2.3085,0.0000,0.0000,0.48850882,-3.1396
[DATA]146,1,465.3503,407.0432,-2.4154,0.0000,0.0000,0.48848439,-0.1175
[DATA]147,1,466.4895,405.8465,-2.5321,0.0000,0.0000,0.48845997,-3.1539
[DATA]148,1,467.7787,404.6419,-5.6568,-0.7051,-0.5435,0.48843554,-4.4161
[DATA]149,1,470.4020,402.2081,-2.9097,0.0000,0.0000,0.48841112,-2.5637
[DATA]150,1,471.0311,401.0039,-3.0014,0.0000,0.0000,0.48838670,-13.1124
[DATA]151,1,471.9101,399.8094,-3.1050,0.0000,0.0000,0.48836228,-4.1139
[DATA]152,1,473.0391,398.6373,-3.2201,0.0000,0.0000,0.48833786,-0.0411
[DATA]153,1,474.4182,397.4919,-3.3463,0.0000,0.0000,0.48831345,-2.4613
[DATA]154,1,476.0472,396.3446,-6.4851,-0.8376,-0.6874,0.48828903,-1.5004
[DATA]155,1,477.9262,395.2196,-3.6353,0.0000,0.0000,0.48826462,-2.8917
[DATA]156,1,479.2176,394.1147,-3.7551,0.0000,0.0000,0.48824020,-1.6540
[DATA]157,1,480.7590,392.9851,-3.8887,0.0000,0.0000,0.48821579,-3.0370
[DATA]158,1,482.5503,391.8791,-7.0336,-0.9254,-0.7828,0.48819138,-11.9750
[DATA]159,1,484.5917,390.7572,-4.1917,0.0000,0.0000,0.48816697,-3.9551
[DATA]160,1,485.9578,389.6640,-4.3147,0.0000,0.0000,0.48814256,-2.7318
[DATA]161,1,487.5738,388.5833,-4.4495,0.0000,0.0000,0.48811815,-1.8795
[DATA]162,1,489.4398,387.5294,-4.5955,0.0000,0.0000,0.48809375,-5.5979
[DATA]163,1,491.5559,386.4572,-4.7549,0.0000,0.0000,0.48806934,-2.4242
[DATA]164,1,493.9219,385.4163,-4.9253,0.0000,0.0000,0.48804494,-1.0822
[DATA]165,1,496.5379,384.3931,-5.1072,0.0000,0.0000,0.48802054,-3.5372
[DATA]166,1,499.4039,383.3881,-8.3008,-1.1281,-1.0013,0.48799614,-14.4744
[DATA]167,1,505.8860,381.4231,-5.7231,0.0000,0.0000,0.48797174,-2.6352
[DATA]168,1,508.3739,380.4577,-5.8958,0.0000,0.0000,0.48794734,-1.8506
[DATA]169,1,511.1118,379.5034,-9.0804,-1.2529,-1.1380,0.48792294,-4.2682
[DATA]170,1,514.0997,378.5620,-6.2769,0.0000,0.0000,0.48789855,-2.2539
[DATA]171,1,516.0848,377.6188,-6.4233,0.0000,0.0000,0.48787415,-1.3052
[DATA]172,1,518.3198,376.6648,-9.5828,-1.3332,-1.2272,0.48784976,-4.2682
[DATA]173,1,520.0000,375.7367,-6.7132,0.0000,0.0000,0.48782536,-14.8237
[DATA]174,1,517.2601,374.8311,-6.6214,0.0000,0.0000,0.48780097,-2.0865
[DATA]175,1,514.7701,373.9471,-6.5412,0.0000,0.0000,0.48777658,-4.7823
[DATA]176,1,512.5302,373.0562,-6.4737,0.0000,0.0000,0.48775219,-0.1453
[DATA]177,1,510.5403,372.1719,-6.4184,0.0000,0.0000,0.48772781,-1.3052
[DATA]178,1,508.8003,371.2760,-6.3762,0.0000,0.0000,0.48770342,-0.1175
[DATA]179,1,507.3104,370.4022,-6.3454,0.0000,0.0000,0.48767904,-1.9071
[DATA]180,1,506.0705,369.5510,-9.3260,-1.2922,-1.1930,0.48765465,-0.1175
[DATA]181,1,505.0806,368.7006,-6.3190,0.0000,0.0000,0.48763027,-9.8311
[DATA]182,1,503.0485,367.8448,-6.2602,0.0000,0.0000,0.48760589,-2.3825
[DATA]183,1,501.2664,367.0132,-9.2127,-1.2740,-1.1749,0.48758151,-13.3980
[DATA]184,1,497.1782,365.3574,-6.0910,0.0000,0.0000,0.48755713,-13.5584
[DATA]185,1,493.5981,364.5177,-5.9540,0.0000,0.0000,0.48753275,-3.1161
[DATA]186,1,490.2679,363.6785,-5.8295,0.0000,0.0000,0.48750837,-2.9735
[DATA]187,1,487.1878,362.8613,-5.7163,0.0000,0.0000,0.48748400,0.0726
[DATA]188,1,484.3577,362.0721,-5.6143,0.0000,0.0000,0.48745962,-1.3348
[DATA]189,1,481.7775,361.2999,-5.5239,0.0000,0.0000,0.48743525,-3.4173
[DATA]190,1,479.4474,360.5414,-5.4453,0.0000,0.0000,0.48741088,-3.5130
[DATA]191,1,477.3673,359.7892,-5.3789,0.0000,0.0000,0.48738651,-14.2701
[DATA]192,1,475.5371,359.0500,-5.3244,0.0000,0.0000,0.48736214,-3.3228
[DATA]193,1,473.9570,358.3227,-5.2817,0.0000,0.0000,0.48733777,-3.4173
[DATA]194,1,472.6268,357.6005,-5.2513,0.0000,0.0000,0.48731340,-2.3085
[DATA]195,1,471.5467,356.8775,-5.2335,0.0000,0.0000,0.48728904,-11.2657
[DATA]196,1,470.7165,356.1465,-5.2285,0.0000,0.0000,0.48726467,-0.1175
[DATA]197,1,470.1364,355.4641,-5.2336,0.0000,0.0000,0.48724031,-5.2694
[DATA]198,1,469.8063,354.8328,-5.2487,0.0000,0.0000,0.48721595,-2.5320
[DATA]199,1,469.7261,354.2353,-5.2745,0.0000,0.0000,0.48719159,-3.5247
[DATA]200,1,469.8960,353.6573,-8.3119,-1.1299,-1.0126,0.48716723,-1.6057
[DATA]201,1,470.3159,353.0997,-5.3608,0.0000,0.0000,0.48714287,0.1706
[DATA]202,1,469.6458,352.0384,-8.3804,-1.1409,-1.0259,0.48711851,-0.0074
[DATA]203,1,469.6857,351.5361,-5.4075,0.0000,0.0000,0.48709416,0.3403
[DATA]204,1,468.8348,351.0527,-5.3891,0.0000,0.0000,0.48706980,-5.4394
[DATA]205,1,468.2339,350.5770,-5.3828,0.0000,0.0000,0.48704545,-0.1175
[DATA]206,1,467.8830,350.1178,-8.3883,-1.1421,-1.0279,0.48702110,-1.9470
[DATA]207,1,467.7821,349.6646,-5.4059,0.0000,0.0000,0.48699675,-1.9071
[DATA]208,1,466.7891,349.2142,-8.3787,-1.1406,-1.0282,0.48697240,-2.9494
[DATA]209,1,466.0460,348.7781,-8.3634,-1.1381,-1.0248,0.48694805,-3.8443
[DATA]210,1,464.4124,348.3493,-5.3032,0.0000,0.0000,0.48692370,-14.3776
[DATA]211,1,461.8907,347.9346,-5.1978,0.0000,0.0000,0.48689935,-6.0789
[DATA]212,1,459.6189,347.5273,-5.1046,0.0000,0.0000,0.48687501,-14.7686
[DATA]213,1,457.5971,347.1208,-5.0238,0.0000,0.0000,0.48685066,-1.8187
[DATA]214,1,455.8254,346.7264,-4.9549,0.0000,0.0000,0.48682632,-6.1716
[DATA]215,1,454.3036,346.3301,-4.8987,0.0000,0.0000,0.48680198,-2.9208
[DATA]216,1,453.0319,345.9378,-4.8547,0.0000,0.0000,0.48677764,-3.1539
[DATA]217,1,452.0101,345.5479,-7.8231,-1.0517,-0.9314,0.48675330,0.0770
[DATA]218,1,450.7166,344.7913,-4.7963,0.0000,0.0000,0.48672896,-11.9332
[DATA]219,1,449.3931,344.4262,-4.7483,0.0000,0.0000,0.48670463,-3.6460
[DATA]220,1,449.3931,344.4262,-4.7483,0.0000,0.0000,0.48668029,-1.8187
[DATA]221,1,447.4962,343.7139,-4.6891,0.0000,0.0000,0.48665596,-6.5187
[DATA]222,1,446.9228,343.3573,-4.6783,0.0000,0.0000,0.48663163,-2.2644
[DATA]223,1,446.5993,343.0003,-4.6800,0.0000,0.0000,0.48660729,-7.0322
[DATA]224,1,446.5258,342.6539,-4.6936,0.0000,0.0000,0.48658296,-3.0132
[DATA]225,1,446.7024,342.3114,-4.7196,0.0000,0.0000,0.48655863,-3.0132
[DATA]226,1,447.1289,341.9761,-4.7576,0.0000,0.0000,0.48653431,-1.6057
[DATA]227,1,447.8055,341.6454,-4.8080,0.0000,0.0000,0.48650998,-5.8283
[DATA]228,1,448.7320,341.3169,-4.8708,0.0000,0.0000,0.48648565,-1.8506
[DATA]229,1,449.9086,340.9937,-4.9457,0.0000,0.0000,0.48646133,-3.7255
[DATA]230,1,451.3351,340.6712,-5.0332,0.0000,0.0000,0.48643701,-12.1277
[DATA]231,1,453.0117,340.3471,-8.1332,-1.1013,-0.9778,0.48641268,-13.0553
[DATA]232,1,454.9382,340.0262,-5.2456,0.0000,0.0000,0.48638836,-2.4315
[DATA]233,1,456.0134,339.7130,-5.3150,0.0000,0.0000,0.48636404,-1.6540
[DATA]234,1,457.3386,339.4055,-5.3967,0.0000,0.0000,0.48633973,-2.5759
[DATA]235,1,458.9139,339.0948,-5.4910,0.0000,0.0000,0.48631541,-3.7300
[DATA]236,1,460.7391,338.7928,-8.5973,-1.1756,-1.0585,0.48629109,-2.0188
[DATA]237,1,462.8143,338.4991,-5.7158,0.0000,0.0000,0.48626678,-0.1175
[DATA]238,1,464.1881,337.9170,-5.8136,0.0000,0.0000,0.48624247,-1.8624
[DATA]239,1,464.6622,337.6308,-5.8516,0.0000,0.0000,0.48621815,-14.4744
[DATA]240,1,465.3863,337.3430,-5.9022,0.0000,0.0000,0.48619384,-3.6157
[DATA]241,1,466.3603,337.0559,-8.9652,-1.2344,-1.1253,0.48616953,-2.4116
[DATA]242,1,467.5844,336.7709,-6.0407,0.0000,0.0000,0.48614522,-11.4608
[DATA]243,1,467.8241,336.4922,-6.0666,0.0000,0.0000,0.48612092,-8.9517
[DATA]244,1,468.3138,336.2197,-6.1047,0.0000,0.0000,0.48609661,-3.1336
[DATA]245,1,469.0534,335.9469,-6.1553,0.0000,0.0000,0.48607231,-2.1883
[DATA]246,1,470.0431,335.6726,-9.2185,-1.2750,-1.1695,0.48604800,-5.1569
[DATA]247,1,471.2827,335.4038,-6.2939,0.0000,0.0000,0.48602370,-3.1583
[DATA]248,1,471.4974,335.1415,-9.3178,-1.2908,-1.1892,0.48599940,-1.8624
[DATA]249,1,471.9621,334.8380,-6.3562,0.0000,0.0000,0.48597510,-4.0923
[DATA]250,1,471.3859,334.4905,-6.3448,0.0000,0.0000,0.48595080,-9.0249
[DATA]251,1,471.0598,334.1203,-6.3470,0.0000,0.0000,0.48592650,0.0735
[DATA]252,1,470.9836,333.7347,-9.3624,-1.2980,-1.1975,0.48590221,-1.9261
[DATA]253,1,470.2832,332.9408,-9.3671,-1.2987,-1.2006,0.48587791,-3.4812
[DATA]254,1,468.3611,332.5335,-6.2914,0.0000,0.0000,0.48585362,-2.0188
[DATA]255,1,465.3902,332.1197,-9.1635,-1.2662,-1.1712,0.48582933,-12.1277
[DATA]256,1,462.6693,331.7063,-6.0481,0.0000,0.0000,0.48580503,-0.1453
[DATA]257,1,458.9323,331.2966,-8.8818,-1.2211,-1.1243,0.48578074,-6.5187
[DATA]258,1,455.4452,330.8898,-5.7278,0.0000,0.0000,0.48575645,-14.0702
[DATA]259,1,450.9871,330.4772,-5.5255,0.0000,0.0000,0.48573217,-11.9543
[DATA]260,1,446.7789,330.0673,-8.3356,-1.1337,-1.0303,0.48570788,-5.2282
[DATA]261,1,442.8208,329.6561,-5.1582,0.0000,0.0000,0.48568359,-0.7945
[DATA]262,1,437.9790,329.2387,-7.9370,-1.0699,-0.9625,0.48565931,-2.4115
[DATA]263,1,433.3872,328.8225,-4.7282,0.0000,0.0000,0.48563503,-14.4210
[DATA]264,1,427.9754,328.4115,-7.4782,-0.9965,-0.8841,0.48561075,-5.2853
[DATA]265,1,422.8137,328.0112,-4.2401,0.0000,0.0000,0.48558647,-11.9385
[DATA]266,1,416.9054,327.6131,-3.9646,0.0000,0.0000,0.48556219,-4.0230
